50 60 04
0 0.5 
3315 2733 3150 2988 4253 3099 3919 2280 2075 2794 3412 4460 3203 3623 2968 2777 3958 1926 2475 4168 4496 3223 4286 2924 4452 3101 3275 3441 3215 3415 3805 3547 4417 4131 1631 1759 2406 2738 4074 4113 3452 2393 1666 4005 3402 2606 3709 2277 4087 2733 2873 2254 2974 2734 1714 1912 3232 3147 2901 3471 
1 0.56 
68 19 16 85 60 47 27 100 70 38 91 46 39 50 29 86 10 76 65 72 73 41 62 80 31 99 79 61 10 31 64 13 29 76 42 60 93 33 30 88 70 15 36 87 32 50 17 95 55 92 66 86 48 36 57 68 12 94 78 32 
86 22 71 65 25 25 46 80 73 57 22 45 77 24 68 47 62 98 57 31 71 15 20 42 8 48 10 62 34 41 50 51 18 98 59 62 74 95 59 36 30 99 40 82 79 77 97 60 52 52 37 61 84 29 65 75 58 26 22 55 
2 0.69 
82 89 84 34 42 34 72 67 84 51 37 76 25 33 73 70 27 25 88 64 62 71 42 7 93 86 69 31 79 81 46 45 20 91 79 65 28 9 80 49 66 24 5 15 86 32 46 31 66 48 96 47 17 8 44 84 82 8 44 26 
7 82 78 92 41 94 21 89 71 7 74 100 43 99 51 40 31 36 15 95 61 14 44 56 29 27 77 75 55 9 71 98 70 49 96 78 69 56 89 11 9 39 93 8 90 45 79 55 79 66 45 41 19 35 50 37 91 82 61 52 
3 0.83 
60 16 59 33 23 59 94 89 91 70 73 65 33 10 18 9 27 64 53 99 56 51 81 17 41 79 47 61 5 38 51 73 77 71 61 70 82 52 57 67 92 12 14 82 32 100 9 32 44 63 18 32 60 100 56 30 28 10 96 23 
51 89 78 36 73 79 23 77 31 74 63 9 90 35 45 54 38 37 35 74 95 89 17 8 60 29 99 66 35 22 23 20 31 86 8 22 44 79 83 10 6 7 69 33 53 15 87 68 60 62 13 95 75 24 72 71 39 33 46 52 
4 0.93 
11 97 13 40 6 41 99 75 42 50 21 62 42 66 58 11 27 35 5 99 99 11 94 35 79 92 11 20 97 71 74 38 21 85 92 27 98 51 69 32 34 70 74 43 94 38 61 98 19 98 42 23 7 16 72 99 18 14 86 95 
12 47 46 45 26 22 94 66 17 35 25 27 49 45 21 58 86 80 40 56 42 14 63 64 10 98 56 47 80 30 28 88 18 41 50 100 14 45 82 14 49 63 48 66 58 99 48 85 15 19 88 13 26 63 34 36 97 21 17 49 
5 0.84 
38 89 60 42 69 96 71 92 22 24 90 66 91 26 42 26 66 17 22 38 28 39 19 100 45 72 94 80 96 56 73 64 76 51 97 89 84 64 50 25 47 98 15 44 6 54 58 18 29 23 36 9 7 65 38 24 24 17 76 77 
36 13 78 73 99 77 90 58 67 17 93 78 61 15 45 17 82 43 59 50 42 38 43 61 26 53 77 92 34 11 97 70 16 57 7 21 74 20 79 96 41 63 72 42 55 16 74 63 45 51 66 74 83 90 64 24 32 7 43 5 
6 0.57 
37 72 50 65 54 98 14 85 18 49 40 83 30 98 34 72 13 93 28 10 12 30 6 60 79 70 88 34 79 38 50 38 7 65 72 43 12 31 24 33 18 44 22 85 38 6 83 74 83 22 52 21 13 60 87 96 57 37 49 48 
45 86 23 31 58 69 47 99 13 30 43 58 98 56 64 20 100 12 61 62 96 91 45 18 20 15 31 82 69 34 69 30 20 42 68 13 89 73 37 91 60 92 27 49 33 25 62 51 27 30 82 41 20 90 56 50 75 66 72 80 
7 0.63 
26 92 93 66 59 27 93 17 93 42 94 32 62 96 36 24 21 60 80 59 60 40 79 56 53 25 45 45 96 45 15 92 85 32 6 27 53 82 5 86 42 93 48 29 17 44 66 69 75 42 63 22 8 86 23 36 21 7 71 45 
93 88 14 12 34 32 95 78 96 76 13 75 62 33 47 38 66 17 32 38 5 9 82 97 60 60 58 46 76 90 58 58 80 94 62 97 71 90 38 47 62 7 92 42 19 92 17 23 14 41 58 76 27 57 81 13 65 47 56 46 
8 0.53 
6 68 70 85 24 47 51 76 96 55 58 27 45 89 82 22 65 13 19 40 37 50 58 21 17 45 43 25 64 43 16 81 47 40 10 88 50 47 80 35 58 28 42 11 12 28 9 9 39 58 87 89 49 7 92 9 80 79 11 23 
6 40 72 49 79 76 86 42 82 51 85 54 20 9 92 18 36 56 66 48 96 7 42 77 98 84 39 90 95 12 79 56 93 56 99 35 56 56 82 92 20 72 89 92 88 39 98 80 25 82 8 84 88 60 45 68 33 87 98 44 
9 0.68 
93 68 64 15 22 25 99 90 38 87 92 48 63 74 63 65 74 71 13 85 63 48 31 56 72 33 32 92 97 82 36 99 64 48 14 46 29 6 22 15 98 72 62 6 53 42 96 44 17 100 27 45 52 23 85 93 19 27 14 50 
85 34 78 10 77 82 21 89 91 62 97 66 57 85 34 13 41 91 31 94 20 51 18 48 77 87 60 31 69 98 61 31 65 6 14 96 5 67 31 17 78 63 50 51 32 41 66 68 22 54 44 20 44 49 84 49 17 91 35 14 
10 0.77 
69 9 41 53 86 91 62 36 34 20 39 32 25 22 11 41 11 95 86 94 89 70 55 57 44 10 60 8 44 68 96 58 39 15 48 51 78 39 89 5 45 32 20 90 89 63 6 50 8 44 56 75 44 47 88 31 19 50 99 91 
7 5 95 75 53 97 40 26 34 29 10 88 12 29 71 23 81 88 79 19 38 16 80 12 85 38 95 78 11 99 82 24 31 78 34 73 53 18 96 26 83 80 23 40 59 29 61 83 95 22 26 5 9 70 61 64 75 18 44 11 
11 0.53 
44 18 84 87 12 14 48 55 61 51 63 60 28 22 37 12 6 72 69 71 80 69 72 10 98 62 26 37 44 86 21 32 43 34 34 49 88 35 90 50 89 73 31 50 16 50 44 77 73 84 17 76 84 73 54 33 80 52 77 6 
84 16 51 28 19 72 73 59 99 21 87 15 19 14 89 16 21 84 98 46 48 19 78 46 27 8 57 28 82 32 53 14 14 45 76 20 45 72 35 93 46 67 12 60 99 7 25 40 5 59 88 28 74 91 64 39 89 65 78 76 
12 0.75 
77 67 91 73 67 43 44 67 60 70 21 71 10 65 56 25 94 44 55 71 32 77 75 43 51 7 84 36 63 18 83 52 53 18 17 98 69 28 5 37 95 52 98 47 70 76 12 57 76 81 14 19 65 31 81 8 91 9 71 90 
33 79 82 48 86 75 93 44 66 71 46 66 62 73 70 77 45 30 69 41 20 83 8 59 41 14 87 65 74 57 72 15 71 44 83 18 97 70 12 40 24 70 50 22 41 86 35 47 50 54 84 13 39 11 5 9 48 12 29 29 
13 0.74 
62 87 27 28 98 20 20 13 15 18 55 91 65 64 37 42 55 100 95 73 84 44 27 59 59 16 56 6 58 96 77 52 27 40 95 46 35 97 32 14 68 81 20 54 95 29 36 37 93 49 65 92 45 97 52 52 73 80 41 68 
11 34 16 59 11 48 22 86 75 27 77 82 57 69 90 71 59 61 65 90 90 45 90 52 77 7 51 47 80 60 36 92 58 94 66 47 65 84 85 97 61 86 23 69 32 85 63 90 84 78 5 67 92 28 50 19 60 72 22 12 
14 0.71 
97 39 21 45 73 13 97 14 76 73 89 69 75 31 6 38 90 28 90 91 36 43 57 44 29 38 86 21 29 91 68 81 27 51 46 59 93 17 56 58 21 65 49 31 73 61 46 78 94 54 61 40 28 90 76 22 28 74 37 57 
33 75 20 88 30 35 73 9 26 94 17 62 33 57 82 81 37 6 29 88 91 38 55 56 6 96 66 69 78 66 57 11 58 51 55 57 75 96 54 6 8 84 46 29 33 85 13 39 81 59 39 81 81 9 43 26 86 63 63 58 
15 0.87 
31 51 42 39 62 94 75 21 40 28 55 36 83 72 44 13 60 9 52 94 59 76 46 19 98 34 92 72 26 21 93 28 100 52 48 75 57 70 61 33 93 57 64 14 51 83 21 92 54 51 73 19 69 77 33 84 21 61 69 60 
49 86 33 48 91 43 14 26 96 85 57 94 17 92 93 72 73 8 90 9 67 78 45 21 67 92 13 48 46 27 43 54 9 69 21 41 83 77 19 100 86 94 39 34 70 57 100 19 45 53 70 48 29 84 41 54 37 44 97 36 
16 0.93 
24 94 79 37 73 16 68 81 8 40 18 67 27 57 49 98 62 8 62 62 6 28 76 26 29 94 78 15 8 45 62 76 17 45 75 63 68 40 75 20 37 33 86 70 42 40 46 90 11 24 16 75 34 34 36 83 83 60 54 6 
64 81 57 99 100 68 14 97 48 23 98 72 31 21 78 28 56 42 94 83 73 31 73 23 6 70 57 96 30 90 17 34 75 17 71 78 87 74 32 15 72 62 94 98 34 26 88 84 20 81 31 64 61 40 17 63 10 28 48 64 
17 0.77 
100 84 98 14 6 39 19 91 53 43 10 95 31 80 46 27 40 9 87 100 80 67 91 29 52 68 33 47 78 78 68 83 96 14 60 74 68 65 35 22 38 62 44 29 70 43 79 83 95 47 95 25 20 76 17 31 91 86 39 94 
86 57 62 85 88 54 92 95 25 24 30 7 42 72 80 70 65 69 88 38 63 52 79 89 72 79 88 72 19 79 67 21 71 81 90 91 49 19 50 85 100 55 87 57 92 61 39 34 35 89 70 19 26 15 31 32 50 9 99 32 
18 0.55 
62 57 58 33 37 8 32 62 38 12 27 75 50 66 44 6 26 7 59 52 46 36 54 47 21 66 44 29 66 79 69 24 61 77 99 87 64 30 22 17 34 22 55 70 93 76 13 77 96 20 5 53 82 40 82 23 62 24 66 27 
86 28 21 7 90 26 8 94 61 95 52 80 9 52 24 47 52 7 11 93 89 20 46 40 51 72 95 80 21 42 19 19 94 61 70 24 99 50 16 41 25 17 30 55 67 82 24 88 21 62 30 26 53 32 83 5 76 60 10 82 
19 0.65 
45 15 30 55 44 98 28 57 99 84 28 25 59 58 21 16 10 56 14 28 48 64 9 33 51 45 95 96 34 100 28 26 9 20 44 89 38 76 57 83 64 60 49 13 19 65 46 47 33 6 38 32 11 16 25 64 59 72 60 67 
37 9 73 74 99 74 55 12 13 82 18 96 94 9 77 27 94 26 42 83 38 99 22 24 18 80 47 12 72 85 20 47 75 69 10 27 83 37 48 56 25 91 95 68 19 49 48 59 66 45 54 85 57 42 64 78 98 26 12 90 
20 0.84 
55 68 93 44 15 36 45 36 44 63 95 64 92 95 6 32 37 92 67 81 28 71 16 65 34 23 83 36 11 80 53 33 22 6 38 50 43 22 57 31 78 65 32 69 35 89 55 90 40 41 89 17 38 11 50 59 33 28 11 85 
29 75 52 7 21 88 39 72 94 96 79 77 62 11 48 6 37 90 53 65 55 65 54 84 43 87 15 57 62 49 61 13 31 90 54 15 45 86 13 75 94 65 13 29 95 22 86 97 77 73 37 39 47 40 50 54 95 17 84 60 
21 0.95 
19 95 83 54 49 79 64 36 16 63 68 64 77 57 70 17 42 8 9 31 47 28 80 27 15 51 18 57 77 71 35 21 42 96 59 88 18 16 69 76 81 56 48 82 20 31 40 72 38 16 83 33 61 15 36 14 94 51 99 7 
67 10 53 12 92 60 97 19 85 94 63 100 18 67 93 62 59 99 74 45 34 66 45 40 50 56 52 19 57 83 13 96 18 92 28 71 86 7 70 22 18 81 33 36 10 13 85 74 22 27 33 36 44 68 34 18 85 80 24 94 
22 0.53 
32 22 73 48 77 20 84 58 66 10 41 27 31 78 41 94 96 94 79 9 13 22 47 49 30 47 39 38 8 31 77 60 63 45 77 30 21 44 63 94 75 55 53 86 80 89 10 35 68 91 64 93 89 83 60 28 88 43 93 8 
20 71 30 40 71 67 76 21 32 79 8 60 80 66 75 77 25 26 38 54 63 98 40 19 94 86 64 99 30 6 70 71 22 30 58 25 30 23 20 59 67 65 96 33 14 56 9 65 22 69 18 14 68 11 89 29 12 63 98 88 
23 0.72 
93 41 59 83 94 74 24 11 87 91 19 32 31 48 10 9 59 88 27 28 35 81 23 71 66 21 46 82 19 28 42 99 93 99 34 8 9 20 59 88 33 48 54 82 64 42 81 28 28 29 45 24 51 10 34 32 53 29 95 33 
87 65 51 76 34 27 74 98 60 54 83 43 33 11 17 81 90 29 58 67 83 83 29 61 39 26 99 13 49 30 63 88 13 45 74 85 16 40 17 24 72 13 27 23 96 47 96 49 15 20 99 38 59 81 73 72 95 8 32 71 
24 0.98 
92 51 54 7 35 95 47 6 65 56 26 61 74 16 28 10 92 38 100 80 86 99 55 31 64 85 75 60 34 78 96 11 32 72 83 30 35 20 69 16 82 92 31 87 68 58 49 70 12 100 40 38 70 36 26 67 66 45 98 85 
42 62 65 90 18 23 25 11 41 29 69 92 69 8 37 61 83 32 74 67 56 34 85 17 60 82 71 25 88 40 31 54 64 91 25 14 16 97 7 78 68 35 57 32 42 27 59 64 96 14 22 23 22 17 13 60 39 84 12 46 
25 0.9 
33 92 31 27 32 51 66 44 8 16 51 82 97 12 90 81 46 43 69 58 8 54 55 95 54 15 85 69 54 88 57 88 22 98 8 44 9 27 79 74 17 90 41 63 40 36 42 18 27 94 91 100 64 71 24 29 75 47 87 53 
94 56 41 50 51 63 39 91 88 12 42 41 40 34 64 55 73 23 7 79 46 87 39 42 59 54 96 95 75 31 16 55 52 70 22 8 45 91 56 20 36 80 34 84 58 14 53 32 63 95 31 7 69 68 27 6 76 69 34 13 
26 0.87 
14 97 77 9 66 26 72 14 63 12 29 87 35 7 41 78 76 39 46 9 65 15 30 25 87 7 59 57 52 58 47 57 93 22 28 65 71 6 91 10 94 21 92 59 9 43 67 37 77 63 41 31 14 16 89 24 41 45 19 25 
96 64 79 15 80 9 56 13 93 23 56 88 88 43 88 52 90 26 15 45 50 92 57 41 83 6 83 74 20 42 61 84 37 14 48 62 63 9 88 52 45 24 12 28 45 41 63 31 93 98 32 25 20 80 54 35 9 55 94 16 
27 0.54 
12 6 60 90 34 55 40 24 26 57 56 91 98 7 65 81 50 15 80 82 79 21 53 11 59 99 66 80 28 66 14 69 86 40 6 18 63 88 92 17 10 77 71 99 26 22 86 66 98 92 56 96 51 78 84 32 53 17 78 88 
32 80 10 80 8 13 54 35 42 25 72 53 35 8 63 95 71 66 36 31 11 79 25 12 16 24 10 66 45 21 65 59 50 19 42 56 87 92 33 80 11 41 77 84 8 31 98 72 52 9 14 35 39 58 24 72 40 6 26 73 
28 0.78 
46 38 21 87 66 29 76 56 77 97 28 11 15 44 93 60 57 28 62 85 72 98 90 96 18 28 90 14 62 95 18 63 64 69 51 50 18 22 34 7 93 48 27 18 98 79 95 94 73 9 34 93 94 24 63 48 38 12 68 37 
63 81 32 95 37 91 23 53 76 29 93 74 32 32 80 15 12 32 99 52 17 47 13 11 80 9 49 37 12 75 94 74 51 73 63 90 46 14 90 46 22 15 68 44 64 65 19 90 23 69 72 79 49 28 17 96 58 56 67 97 
29 0.53 
97 55 14 72 6 60 7 95 71 38 88 48 15 10 39 6 12 95 63 78 58 27 63 31 43 67 35 40 58 76 33 52 89 53 69 78 22 62 46 86 41 22 100 83 14 37 25 85 70 44 32 85 65 40 33 74 10 30 16 15 
32 53 39 66 11 9 73 71 35 32 8 19 37 71 98 53 10 47 40 97 33 32 14 87 15 95 31 31 97 8 90 30 54 8 26 54 78 17 50 38 63 8 85 42 36 80 64 39 47 13 74 8 99 48 95 30 64 23 65 74 
30 0.86 
67 63 45 15 96 42 7 44 15 69 59 54 45 84 64 32 51 81 43 86 92 19 8 7 62 89 44 67 24 92 89 70 41 67 49 27 55 12 18 37 72 83 69 38 73 24 42 7 15 99 52 18 51 78 61 20 45 30 15 12 
49 76 56 64 60 18 97 77 36 42 76 7 43 53 10 40 24 15 66 90 89 55 54 26 98 64 56 93 44 72 7 49 8 63 14 46 96 20 41 91 51 24 54 98 19 55 46 28 33 14 60 82 6 53 26 82 86 73 67 79 
31 0.57 
21 51 73 87 95 39 6 62 89 84 67 97 15 86 64 48 54 74 66 41 39 83 34 40 18 7 22 50 91 60 87 37 88 70 28 84 78 17 63 99 13 85 26 84 19 31 66 70 43 37 76 99 98 32 53 16 40 80 100 60 
85 28 29 38 17 61 70 47 80 94 33 41 89 42 93 46 50 94 99 29 38 87 9 28 97 36 13 51 87 20 55 96 42 67 77 99 49 65 22 95 70 63 88 7 28 59 60 37 66 23 37 35 38 31 36 95 5 50 89 79 
32 0.7 
83 61 41 16 41 84 88 37 78 63 18 59 54 34 27 35 47 33 63 67 66 46 59 8 33 54 59 61 79 12 12 69 48 40 9 77 69 47 35 34 77 13 72 33 59 54 89 39 90 63 19 14 80 21 24 45 37 32 52 86 
11 33 34 56 63 89 92 27 35 85 93 83 14 30 30 14 43 45 61 20 81 75 40 73 24 52 85 43 32 26 48 60 20 35 21 47 31 59 92 92 17 67 42 75 99 69 37 85 70 42 47 73 96 45 31 14 21 80 53 37 
33 0.71 
38 85 89 26 16 46 54 54 83 91 64 88 15 15 35 41 78 30 73 38 37 99 10 54 78 85 36 67 8 14 25 87 14 47 41 69 7 91 97 71 77 80 31 90 40 80 47 77 33 70 100 49 7 66 16 23 98 36 84 98 
32 34 80 45 88 56 95 64 6 65 7 9 10 68 23 83 44 62 49 24 42 63 82 75 39 54 59 9 20 24 96 24 40 7 30 68 20 14 87 10 52 34 49 48 59 8 70 8 29 69 92 69 9 40 50 17 35 43 58 11 
34 0.5 
94 19 95 95 10 6 30 90 57 17 58 25 37 32 64 28 99 94 33 78 80 8 56 10 29 56 92 6 16 87 42 66 28 47 76 48 26 58 74 26 79 92 78 47 29 95 52 50 40 86 13 12 5 39 65 35 83 26 50 36 
38 43 19 75 61 65 21 95 40 87 13 92 50 40 44 54 20 86 98 97 76 56 62 30 82 87 95 77 69 22 66 98 22 19 68 49 45 58 62 5 11 68 35 71 76 43 95 6 85 46 9 35 45 55 91 68 52 6 95 98 
35 0.64 
57 84 32 27 46 31 61 72 73 35 37 28 63 24 52 6 45 67 33 72 13 50 90 16 76 83 85 45 38 95 89 52 40 72 35 39 99 80 64 32 43 29 85 9 86 47 8 28 24 79 66 66 93 50 88 88 18 70 19 65 
7 99 70 33 46 97 19 42 30 93 15 79 84 99 73 9 8 59 88 98 17 92 35 35 76 53 48 75 54 88 18 49 53 90 7 58 21 24 50 56 28 93 20 34 50 28 60 33 24 65 76 75 76 81 35 24 70 33 79 100 
36 0.78 
30 31 85 43 74 65 9 93 95 27 12 98 39 8 23 78 62 92 75 72 60 55 37 68 89 21 66 85 7 21 68 68 89 45 81 67 78 96 67 31 80 60 82 92 73 27 96 17 71 48 79 90 97 50 47 90 48 90 94 20 
8 88 80 85 13 92 24 46 88 22 98 17 70 87 25 61 41 87 49 18 72 76 50 57 88 85 55 60 24 62 20 44 7 62 14 44 90 57 27 99 98 24 64 88 94 49 50 7 40 54 53 85 12 18 37 23 59 17 87 24 
37 0.72 
37 15 66 20 56 65 67 75 95 50 59 82 71 28 27 13 21 64 93 24 41 77 33 36 87 28 27 55 36 84 90 71 47 95 84 20 46 22 77 85 38 23 7 58 63 99 78 88 20 39 25 87 14 48 40 35 14 18 19 54 
71 56 56 60 87 94 83 74 96 87 22 32 81 44 30 49 76 77 6 5 20 17 98 31 17 97 45 98 16 51 97 21 67 91 32 67 53 96 73 65 38 18 57 99 41 26 57 27 67 21 50 76 99 12 19 11 16 98 10 80 
38 0.66 
55 36 68 69 38 45 32 58 13 53 72 84 20 27 5 45 31 33 60 73 61 98 93 85 24 39 51 59 80 71 68 58 36 28 28 24 38 71 71 32 27 20 54 82 69 56 19 14 8 77 17 94 100 71 71 99 89 69 62 74 
92 65 69 26 42 44 43 72 23 86 89 49 94 65 53 81 14 30 22 90 74 61 41 75 14 38 88 33 54 49 17 48 53 98 96 23 8 92 35 38 35 8 52 96 84 43 45 70 18 93 37 55 65 95 92 42 65 73 76 15 
39 1.0 
18 17 80 82 51 90 44 81 86 43 48 58 24 16 49 43 69 33 56 46 22 71 95 14 22 57 24 80 23 74 52 54 48 92 77 44 87 18 56 30 64 63 63 61 57 40 17 41 14 9 50 63 12 30 44 68 95 28 65 47 
12 56 58 56 22 83 69 58 86 49 34 86 27 20 27 93 82 81 7 44 86 84 61 12 82 65 32 37 86 94 64 83 52 32 42 86 34 12 67 68 96 56 28 26 64 12 59 71 59 26 7 31 20 14 75 24 67 38 21 37 
40 0.71 
12 19 13 97 88 35 10 58 63 90 62 63 18 79 61 47 72 92 75 31 21 66 15 46 51 62 57 80 42 52 84 87 91 53 22 40 84 12 59 9 23 88 64 12 20 84 63 60 83 60 63 53 5 100 75 45 26 12 88 97 
21 23 90 78 72 54 53 24 8 20 36 37 50 50 39 31 59 67 88 10 81 73 83 18 44 74 45 92 47 28 78 17 17 32 56 26 42 91 25 29 84 80 11 96 56 24 60 96 85 83 55 45 17 87 7 11 50 38 26 8 
41 0.97 
28 7 30 71 75 9 87 26 37 50 37 48 6 71 80 90 8 18 86 31 81 83 82 39 16 64 90 80 32 19 44 82 61 70 26 12 89 6 93 30 89 56 55 62 95 58 48 32 87 37 8 87 100 46 16 74 92 29 89 53 
96 78 89 68 93 91 13 38 18 46 82 25 62 28 56 44 39 69 32 41 79 97 66 32 52 28 35 94 62 7 61 12 99 55 31 44 59 17 35 40 60 91 76 18 93 79 54 43 48 14 48 57 49 71 25 88 30 58 8 63 
42 0.83 
15 50 41 11 48 25 33 36 42 93 29 69 16 47 75 29 64 16 23 94 57 46 36 32 66 81 47 7 47 95 13 98 10 41 42 62 46 61 22 98 49 44 7 33 42 62 84 22 18 51 40 84 11 47 79 99 71 47 25 23 
20 34 29 92 23 54 70 6 63 23 99 12 45 37 23 85 99 31 68 18 77 25 6 88 35 40 84 11 16 37 65 54 56 35 95 66 78 60 71 40 18 55 63 85 66 83 51 32 43 85 65 10 39 37 35 94 94 84 6 47 
43 0.97 
48 23 70 15 41 42 71 57 82 33 7 95 44 68 21 47 99 57 74 79 52 8 50 67 59 47 73 71 73 75 8 95 5 67 18 62 54 27 8 74 15 20 65 17 50 26 37 11 22 63 17 17 42 94 99 6 55 98 92 77 
39 58 41 27 11 22 44 63 39 98 85 48 55 21 76 33 76 72 63 32 37 87 46 58 59 6 56 52 82 97 80 74 87 57 97 90 36 95 85 76 11 62 89 71 44 55 15 57 19 42 100 12 50 58 64 45 27 76 52 66 
44 0.63 
69 81 55 64 33 24 17 10 61 58 69 75 76 72 76 56 17 13 18 86 8 93 35 72 12 86 86 97 34 10 19 87 98 62 13 26 98 24 9 15 73 86 68 46 26 11 39 88 78 9 16 32 48 94 81 28 61 63 41 93 
62 24 28 69 87 97 38 44 99 62 69 56 43 76 33 39 43 88 43 58 45 55 41 61 65 22 19 74 74 28 86 68 77 58 9 90 43 87 23 69 15 98 21 15 80 35 21 33 62 17 27 22 57 21 24 93 50 98 24 90 
45 0.92 
24 42 97 19 10 81 45 86 7 25 49 65 29 22 70 45 56 62 87 88 34 46 98 46 23 44 35 10 55 84 8 49 79 37 10 62 87 34 81 25 98 51 36 76 63 66 49 58 67 64 12 47 42 67 22 82 61 8 29 54 
31 6 65 13 96 29 45 22 71 37 98 53 12 11 58 45 30 37 26 53 75 89 17 12 59 20 19 77 12 55 75 53 73 62 69 79 26 29 68 15 32 19 42 15 25 69 54 84 79 41 6 53 37 56 73 73 25 35 58 99 
46 0.83 
26 44 24 22 45 43 52 23 91 89 27 93 33 69 47 94 25 60 61 68 22 26 89 31 67 71 46 43 30 17 75 53 9 49 51 32 23 86 31 56 24 57 59 44 17 29 60 33 89 64 27 82 41 70 86 85 33 77 95 53 
43 51 74 53 35 69 43 29 19 85 47 78 81 92 18 94 18 7 64 63 53 20 16 78 83 21 33 35 65 57 18 64 8 27 23 7 43 39 10 62 99 71 20 17 74 7 66 84 18 38 11 20 56 25 74 49 69 30 58 47 
47 0.83 
37 88 9 11 71 44 85 6 42 33 12 7 28 74 15 60 42 59 61 79 27 45 76 99 37 38 52 31 79 87 16 27 80 84 74 86 43 15 22 46 65 69 35 52 82 9 52 39 70 23 73 55 39 66 21 40 18 6 65 24 
60 47 88 54 32 89 69 15 46 38 49 80 82 7 49 67 67 73 56 85 40 61 66 98 67 91 35 88 30 91 40 55 44 97 61 17 60 68 57 40 96 73 84 18 79 35 39 68 63 87 17 91 53 18 28 99 47 79 35 32 
48 0.61 
71 80 66 50 63 55 49 51 11 49 80 9 55 41 99 71 26 51 97 88 63 87 90 70 37 57 34 73 18 41 7 51 25 83 17 39 34 78 70 80 45 86 73 24 98 19 43 71 66 80 28 27 91 91 54 76 66 41 70 58 
24 6 28 58 11 85 35 9 43 36 62 93 12 72 42 86 44 44 56 51 19 8 52 74 77 75 69 20 26 99 76 19 66 9 60 72 9 19 61 72 85 11 83 5 22 76 45 92 56 95 27 88 30 55 30 85 59 66 5 78 
49 0.88 
26 62 55 59 19 54 70 49 7 57 50 78 81 63 54 84 43 29 32 54 24 62 5 90 98 54 42 13 11 74 62 84 98 10 38 8 51 98 67 7 55 13 35 69 89 26 6 80 71 26 67 82 89 35 93 25 44 78 35 43 
39 23 52 74 66 55 44 95 74 10 15 23 6 12 56 55 26 40 41 52 32 76 50 14 84 89 91 24 23 31 12 42 10 64 84 75 55 35 66 24 49 90 34 50 88 87 83 83 67 37 93 12 81 32 94 41 13 64 94 76 
50 0.88 
57 98 40 99 23 90 98 25 60 23 39 99 72 83 58 74 35 55 57 48 69 6 52 98 32 65 27 77 12 23 38 94 48 67 66 53 100 33 14 36 9 50 48 45 52 76 37 82 69 61 16 96 84 15 88 11 82 95 48 89 
45 83 28 38 43 51 46 7 57 7 8 89 76 31 91 15 75 53 40 23 63 86 63 24 47 11 68 9 18 76 17 40 12 89 38 68 76 61 83 81 23 74 49 14 9 64 89 16 98 77 43 78 98 59 80 89 64 26 83 53 
